Taxonomy.Order,Category,English.name,Scientific.Name,English.India,IUCN,WG,Genus.Name,Species.Name,Subspecies.Name,Feeding Guild,Raptors,Primary Hole-nesters,Woodland Understorey Birds,Parasitic Cuckoos
20626,species,Rufous-tailed Lark,Ammomanes phoenicura,Rufous-tailed Lark,,,Ammomanes,phoenicura,,Terrestrial-Insectivore,,,,
20627,species,Desert Lark,Ammomanes deserti,Desert Lark,,,Ammomanes,deserti,,Terrestrial-Insectivore,,,,
20652,spuh,Ammomanes sp.,Ammomanes sp.,,,,Ammomanes,sp.,,Terrestrial-Insectivore,,,,
20661,species,Black-crowned Sparrow-Lark,Eremopterix nigriceps,Black-crowned Sparrow-Lark,,,Eremopterix,nigriceps,,Terrestrial-Insectivore,,,,
20666,species,Ashy-crowned Sparrow-Lark,Eremopterix griseus,Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark),,,Eremopterix,griseus,,Terrestrial-Insectivore,,,,
20803,species,Singing Bushlark,Mirafra cantillans,Singing Bushlark,,,Mirafra,cantillans,,Terrestrial-Insectivore,,,,
20809,species,Bengal Bushlark,Mirafra assamica,Bengal Bushlark,,,Mirafra,assamica,,Terrestrial-Insectivore,,,,
20811,species,Jerdon's Bushlark,Mirafra affinis,Jerdon's Bushlark,,,Mirafra,affinis,,Terrestrial-Insectivore,,,,
20812,species,Indian Bushlark,Mirafra erythroptera,Indian Bushlark (Red-winged Bushlark),,,Mirafra,erythroptera,,Terrestrial-Insectivore,,,,
20813,slash,Jerdon's/Indian Bushlark,Mirafra affinis/erythroptera,,,,Mirafra,affinis/erythroptera,,Terrestrial-Insectivore,,,,
20821,spuh,Mirafra sp.,Mirafra sp.,,,,Mirafra,sp.,,Terrestrial-Insectivore,,,,
20822,species,Horned Lark,Eremophila alpestris,Horned Lark,,,Eremophila,alpestris,,Terrestrial-Insectivore,,,,
20888,species,Greater Short-toed Lark,Calandrella brachydactyla,Greater Short-toed Lark,,,Calandrella,brachydactyla,,Terrestrial-Insectivore,,,,
20896,species,Syke's Short-toed Lark,Calandrella dukhunensis,Syke's Short-toed Lark,,,Calandrella,dukhunensis,,Terrestrial-Insectivore,,,,
20897,species,Hume's Lark,Calandrella acutirostris,Hume's Lark (Hume's Short-toed Lark),,,Calandrella,acutirostris,,Terrestrial-Insectivore,,,,
20900,slash,Greater Short-toed/Hume's Lark,Calandrella brachydactyla/acutirostris,,,,Calandrella,brachydactyla/acutirostris,,Terrestrial-Insectivore,,,,
20901,spuh,Calandrella sp.,Calandrella sp.,,,,Calandrella,sp.,,Terrestrial-Insectivore,,,,
20902,species,Bimaculated Lark,Melanocorypha bimaculata,Bimaculated Lark,,,Melanocorypha,bimaculata,,Terrestrial-Insectivore,,,,
20909,species,Tibetan Lark,Melanocorypha maxima,Tibetan Lark,,,Melanocorypha,maxima,,Terrestrial-Insectivore,,,,
20932,species,Lesser Short-toed Lark,Alaudala rufescens,Lesser Short-toed Lark,,,Alaudala,rufescens,,Terrestrial-Insectivore,,,,
20944,species,Sand Lark,Alaudala raytal,Sand Lark,,,Alaudala,raytal,,Terrestrial-Insectivore,,,,
20973,species,Eurasian Skylark,Alauda arvensis,Eurasian Skylark,,,Alauda,arvensis,,Terrestrial-Insectivore,,,,
20989,species,Oriental Skylark,Alauda gulgula,Oriental Skylark,,,Alauda,gulgula,,Terrestrial-Insectivore,,,,
20998,slash,Eurasian/Oriental Skylark,Alauda arvensis/gulgula,,,,Alauda,arvensis/gulgula,,Terrestrial-Insectivore,,,,
21022,species,Crested Lark,Galerida cristata,Crested Lark,,,Galerida,cristata,,Terrestrial-Insectivore,,,,
21063,species,Malabar Lark,Galerida malabarica,Malabar Lark,,,Galerida,malabarica,,Terrestrial-Insectivore,,,,
21065,species,Tawny Lark,Galerida deva,Sykes's Lark (Tawny Lark),,,Galerida,deva,,Terrestrial-Insectivore,,,,
21066,spuh,lark sp.,Alaudidae sp.,,,,Alaudidae,sp.,,Terrestrial-Insectivore,,,,
21125,spuh,martin sp.,Progne sp.,,,,Progne,sp.,,Terrestrial-Insectivore,,,,
21153,species,Gray-throated Martin,Riparia chinensis,Grey-throated Martin (Plain Martin),,,Riparia,chinensis,,Aerial-Insectivore,,,,
21157,species,Bank Swallow,Riparia riparia,Bank Swallow (Sand Martin),,,Riparia,riparia,,Aerial-Insectivore,,,,
21163,species,Pale Sand Martin,Riparia diluta,Pale Sand Martin (Pale Martin),,,Riparia,diluta,,Aerial-Insectivore,,,,
21170,slash,Bank Swallow/Pale Sand Martin,Riparia riparia/diluta,,,,Riparia,riparia/diluta,,Aerial-Insectivore,,,,
21177,spuh,Riparia sp.,Riparia sp.,,,,Riparia,sp.,,Aerial-Insectivore,,,,
21182,species,Eurasian Crag-Martin,Ptyonoprogne rupestris,Eurasian Crag-Martin,,,Ptyonoprogne,rupestris,,Aerial-Insectivore,,,,
21200,species,Dusky Crag-Martin,Ptyonoprogne concolor,Dusky Crag-Martin,,,Ptyonoprogne,concolor,,Aerial-Insectivore,,,,
21203,species,Barn Swallow,Hirundo rustica,Barn Swallow,,,Hirundo,rustica,,Aerial-Insectivore,,,,
21224,species,Wire-tailed Swallow,Hirundo smithii,Wire-tailed Swallow,,,Hirundo,smithii,,Aerial-Insectivore,,,,
21230,species,Hill Swallow,Hirundo domicola,Hill Swallow (House Swallow),,,Hirundo,domicola,,Aerial-Insectivore,,,,
21231,species,Pacific Swallow,Hirundo tahitica,Pacific Swallow,,,Hirundo,tahitica,,Aerial-Insectivore,,,,
21239,slash,Barn/Pacific Swallow,Hirundo rustica/tahitica,,,,Hirundo,rustica/tahitica,,Aerial-Insectivore,,,,
21248,species,Red-rumped Swallow,Cecropis daurica,Red-rumped Swallow,,,Cecropis,daurica,,Aerial-Insectivore,,,,
21261,species,Striated Swallow,Cecropis striolata,Striated Swallow,,,Cecropis,striolata,,Aerial-Insectivore,,,,
21266,slash,Red-rumped/Striated Swallow,Cecropis daurica/striolata,,,,Cecropis,daurica/striolata,,Aerial-Insectivore,,,,
21287,species,Streak-throated Swallow,Petrochelidon fluvicola,Streak-throated Swallow,,,Petrochelidon,fluvicola,,Aerial-Insectivore,,,,
21317,species,Common House-Martin,Delichon urbicum,Common House-Martin (Northern House-Martin),,,Delichon,urbicum,,Aerial-Insectivore,,,,
21322,species,Asian House-Martin,Delichon dasypus,Asian House-Martin,,,Delichon,dasypus,,Aerial-Insectivore,,,,
21326,slash,Common/Asian House-Martin,Delichon urbicum/dasypus,,,,Delichon,urbicum/dasypus,,Aerial-Insectivore,,,,
21327,species,Nepal House-Martin,Delichon nipalense,Nepal House-Martin,,,Delichon,nipalense,,Aerial-Insectivore,,,,
21330,spuh,house-martin sp.,Delichon sp.,,,,Delichon,sp.,,Aerial-Insectivore,,,,
21358,spuh,swallow sp.,Hirundinidae sp.,,,,Hirundinidae,sp.,,Aerial-Insectivore,,,,
21363,species,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxantha,Yellow-bellied Fantail,,,Chelidorhynx,hypoxantha,,Canopy-Insectivore,,,,
21378,species,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,Grey-headed Canary-Flycatcher,,,Culicicapa,ceylonensis,,Canopy-Insectivore,,,,
21390,species,Fire-capped Tit,Cephalopyrus flammiceps,Fire-capped Tit,,,Cephalopyrus,flammiceps,,Canopy-Insectivore,,,,
21393,species,Yellow-browed Tit,Sylviparus modestus,Yellow-browed Tit,,,Sylviparus,modestus,,Canopy-Insectivore,,,,
21397,species,Sultan Tit,Melanochlora sultanea,Sultan Tit,,,Melanochlora,sultanea,,Canopy-Insectivore,,,,
21402,species,Coal Tit,Periparus ater,Coal Tit,,,Periparus,ater,,Canopy-Insectivore,,,,
21428,species,Black-breasted Tit,Periparus rufonuchalis,Black-breasted Tit (Rufous-naped Tit),,,Periparus,rufonuchalis,,Canopy-Insectivore,,,,
21429,species,Rufous-vented Tit,Periparus rubidiventris,Rufous-vented Tit,,,Periparus,rubidiventris,,Canopy-Insectivore,,,,
21452,species,Gray-crested Tit,Lophophanes dichrous,Grey-crested Tit,,,Lophophanes,dichrous,,Canopy-Insectivore,,,,
21579,species,Azure Tit,Cyanistes cyanus,Azure Tit,,,Cyanistes,cyanus,,Canopy-Insectivore,,,,
21613,species,Ground Tit,Pseudopodoces humilis,Ground Tit (Groundpecker),,,Pseudopodoces,humilis,,Canopy-Insectivore,,,,
21614,species,Green-backed Tit,Parus monticolus,Green-backed Tit,,,Parus,monticolus,,Canopy-Insectivore,,,,
21637,species,Cinereous Tit,Parus cinereus,Cinereous Tit (Great Tit),,,Parus,cinereus,,Canopy-Insectivore,,,,
21660,spuh,Parus sp.,Parus sp.,,,,Parus,sp.,,Canopy-Insectivore,,,,
21661,species,White-naped Tit,Machlolophus nuchalis,White-winged Tit (White-naped Tit),Vulnerable,,Machlolophus,nuchalis,,Canopy-Insectivore,,,,
21663,species,Black-lored Tit,Machlolophus xanthogenys,Black-lored Tit,,,Machlolophus,xanthogenys,,Canopy-Insectivore,,,,
21664,species,Indian Tit,Machlolophus aplonotus,Indian Tit (Indian Yellow Tit),,,Machlolophus,aplonotus,,Canopy-Insectivore,,,,
21667,species,Yellow-cheeked Tit,Machlolophus spilonotus,Yellow-cheeked Tit,,,Machlolophus,spilonotus,,Canopy-Insectivore,,,,
21706,spuh,Parid sp.,Paridae sp.,,,,Paridae,sp.,,Canopy-Insectivore,,,,
21724,species,White-crowned Penduline-Tit,Remiz coronatus,White-crowned Penduline-Tit,,,Remiz,coronatus,,Canopy-Insectivore,,,,
21755,species,White-browed Tit-Warbler,Leptopoecile sophiae,White-browed Tit-Warbler,,,Leptopoecile,sophiae,,Canopy-Insectivore,,,,
21760,species,Crested Tit-Warbler,Leptopoecile elegans,Crested Tit-Warbler,,,Leptopoecile,elegans,,Canopy-Insectivore,,,,
21784,species,White-cheeked Tit,Aegithalos leucogenys,White-cheeked Tit,,,Aegithalos,leucogenys,,Canopy-Insectivore,,,,
21785,species,Black-throated Tit,Aegithalos concinnus,Black-throated Tit (Black-throated Bushtit),,,Aegithalos,concinnus,,Canopy-Insectivore,,,,
21793,species,White-throated Tit,Aegithalos niveogularis,White-throated Tit (White-throated Bushtit),,,Aegithalos,niveogularis,,Canopy-Insectivore,,,,
21794,species,Black-browed Tit,Aegithalos iouschistos,Black-browed/Rufous-fronted Bushtit,,,Aegithalos,iouschistos,,Canopy-Insectivore,,,,
21815,species,Indian Nuthatch,Sitta castanea,Indian Nuthatch,,,Sitta,castanea,,Bar-surface Feeder,,,,
21816,species,Chestnut-bellied Nuthatch,Sitta cinnamoventris,Chestnut-bellied Nuthatch,,,Sitta,cinnamoventris,,Bar-surface Feeder,,,,
21821,slash,Indian/Chestnut-bellied Nuthatch,Sitta castanea/cinnamoventris,,,,Sitta,castanea/cinnamoventris,,Bar-surface Feeder,,,,
21843,species,Chestnut-vented Nuthatch,Sitta nagaensis,Chestnut-vented Nuthatch,,,Sitta,nagaensis,,Bar-surface Feeder,,,,
21846,species,Kashmir Nuthatch,Sitta cashmirensis,Kashmir Nuthatch,,,Sitta,cashmirensis,,Bar-surface Feeder,,,,
21847,species,White-tailed Nuthatch,Sitta himalayensis,White-tailed Nuthatch,,,Sitta,himalayensis,,Bar-surface Feeder,,,,
21850,species,White-cheeked Nuthatch,Sitta leucopsis,White-cheeked Nuthatch,,,Sitta,leucopsis,,Bar-surface Feeder,,,,
21881,species,Yunnan Nuthatch,Sitta yunnanensis,Yunnan Nuthatch,Near-threatened,,Sitta,yunnanensis,,Bar-surface Feeder,,,,
21894,species,Velvet-fronted Nuthatch,Sitta frontalis,Velvet-fronted Nuthatch,,,Sitta,frontalis,,Bar-surface Feeder,,,,
21918,species,Beautiful Nuthatch,Sitta formosa,Beautiful Nuthatch,Vulnerable,,Sitta,formosa,,Bar-surface Feeder,,,,
21919,spuh,nuthatch sp.,Sitta sp.,,,,Sitta,sp.,,Bar-surface Feeder,,,,
21920,species,Wallcreeper,Tichodroma muraria,Wallcreeper,,,Tichodroma,muraria,,Bar-surface Feeder,,,,
21934,species,Hodgson's Treecreeper,Certhia hodgsoni,Hodgson's Treecreeper (Eurasian Treecreeper),,,Certhia,hodgsoni,,Bar-surface Feeder,,,,
21964,species,Bar-tailed Treecreeper,Certhia himalayana,Bar-tailed Treecreeper,,,Certhia,himalayana,,Bar-surface Feeder,,,,
21969,species,Rusty-flanked Treecreeper,Certhia nipalensis,Rusty-flanked Treecreeper,,,Certhia,nipalensis,,Bar-surface Feeder,,,,
21970,species,Sikkim Treecreeper,Certhia discolor,Sikkim Treecreeper (Brown-throated Treecreeper),,,Certhia,discolor,,Bar-surface Feeder,,,,
21971,species,Hume's Treecreeper,Certhia manipurensis,Hume's Treecreeper,,,Certhia,manipurensis,,Bar-surface Feeder,,,,
21976,spuh,treecreeper sp.,Certhia sp.,,,,Certhia,sp.,,Bar-surface Feeder,,,,
21982,species,Indian Spotted-Creeper,Salpornis spilonotus,Indian Spotted-Creeper,,,Salpornis,spilonotus,,Bar-surface Feeder,,,,
22085,species,Eurasian Wren,Troglodytes troglodytes,Eurasian Wren (Winter Wren),,,Troglodytes,troglodytes,,Aquatic-Insectivore,,,,
22565,species,White-throated Dipper,Cinclus cinclus,White-throated Dipper,,,Cinclus,cinclus,,Aquatic-Insectivore,,,,
22579,species,Brown Dipper,Cinclus pallasii,Brown Dipper,,,Cinclus,pallasii,,Aquatic-Insectivore,,,,
22670,spuh,Criniger sp.,Criniger sp.,,,,Criniger,sp.,,Aquatic-Insectivore,,,,
22738,species,Crested Finchbill,Spizixos canifrons,Crested Finchbill,,,Spizixos,canifrons,,Frugivore-Insectivore,,,,
22746,species,Black-headed Bulbul,Pycnonotus atriceps,Black-headed Bulbul,,,Pycnonotus,atriceps,,Frugivore-Insectivore,,,,
22751,species,Andaman Bulbul,Pycnonotus fuscoflavescens,Andaman Bulbul,,,Pycnonotus,fuscoflavescens,,Frugivore-Insectivore,,,,
22759,species,Striated Bulbul,Pycnonotus striatus,Striated Bulbul,,,Pycnonotus,striatus,,Frugivore-Insectivore,,,,
22765,species,Gray-headed Bulbul,Brachypodius priocephalus,Grey-headed Bulbul,Near-threatened,X,Brachypodius,priocephalus,,Frugivore-Insectivore,,,,
22766,species,Flame-throated Bulbul,Rubigula gularis,Flame-throated Bulbul (Ruby-throated Bulbul),,X,Rubigula,gularis,,Frugivore-Insectivore,,,,
22768,species,Black-crested Bulbul,Pycnonotus flaviventris,Black-crested Bulbul,,,Pycnonotus,flaviventris,,Frugivore-Insectivore,,,,
22787,species,Red-vented Bulbul,Pycnonotus cafer,Red-vented Bulbul,,,Pycnonotus,cafer,,Frugivore-Insectivore,,,,
22797,species,Red-whiskered Bulbul,Pycnonotus jocosus,Red-whiskered Bulbul,,,Pycnonotus,jocosus,,Frugivore-Insectivore,,,,
22807,slash,Red-vented/Red-whiskered Bulbul,Pycnonotus cafer/jocosus,,,,Pycnonotus,cafer/jocosus,,Frugivore-Insectivore,,,,
22837,species,White-eared Bulbul,Pycnonotus leucotis,White-eared Bulbul,,,Pycnonotus,leucotis,,Frugivore-Insectivore,,,,
22841,species,Himalayan Bulbul,Pycnonotus leucogenys,Himalayan Bulbul (White-cheeked Bulbul),,,Pycnonotus,leucogenys,,Frugivore-Insectivore,,,,
22864,species,Yellow-throated Bulbul,Pycnonotus xantholaemus,Yellow-throated Bulbul,Vulnerable,,Pycnonotus,xantholaemus,,Frugivore-Insectivore,,,,
22866,species,Flavescent Bulbul,Pycnonotus flavescens,Flavescent Bulbul,,,Pycnonotus,flavescens,,Frugivore-Insectivore,,,,
22872,species,White-browed Bulbul,Pycnonotus luteolus,White-browed Bulbul,,,Pycnonotus,luteolus,,Frugivore-Insectivore,,,,
22908,spuh,Pycnonotus sp.,Pycnonotus sp.,,,,Pycnonotus,sp.,,Frugivore-Insectivore,,,,
22915,species,White-throated Bulbul,Alophoixus flaveolus,White-throated Bulbul,,,Alophoixus,flaveolus,,Frugivore-Insectivore,,,,
22957,species,Olive Bulbul,Iole cacharensis,Olive Bulbul,,,Iole,cacharensis,,Frugivore-Insectivore,,,,
22970,species,Yellow-browed Bulbul,Iole indica,Yellow-browed Bulbul,,,Iole,indica,,Frugivore-Insectivore,,,,
22983,species,Black Bulbul,Hypsipetes leucocephalus,Himalayan Black Bulbul,,,Hypsipetes,leucocephalus,,Frugivore-Insectivore,,,,
22997,species,Square-tailed Bulbul,Hypsipetes ganeesa,Square-tailed Bulbul (Black Bulbul),,,Hypsipetes,ganeesa,,Frugivore-Insectivore,,,,
23000,species,Nicobar Bulbul,Hypsipetes virescens,Nicobar Bulbul,,,Hypsipetes,virescens,,Frugivore-Insectivore,,,,
23033,species,Ashy Bulbul,Hemixos flavala,Ashy Bulbul,,,Hemixos,flavala,,Frugivore-Insectivore,,,,
23046,species,Mountain Bulbul,Ixos mcclellandii,Mountain Bulbul,,,Ixos,mcclellandii,,Frugivore-Insectivore,,,,
23060,spuh,Pycnonotidae sp.,Pycnonotidae sp.,,,,Pycnonotidae,sp.,,Frugivore-Insectivore,,,,
23072,species,Goldcrest,Regulus regulus,Goldcrest,,,Regulus,regulus,,Canopy-Insectivore,,,,
23094,species,Scaly-breasted Cupwing,Pnoepyga albiventer,Scaly-breasted Cupwing (Scaly-breasted Wren-babbler),,,Pnoepyga,albiventer,,Understory-Insectivore,,,X,
23099,species,Immaculate Cupwing,Pnoepyga immaculata,Immaculate Cupwing (Nepal Wren-babbler),,,Pnoepyga,immaculata,,Understory-Insectivore,,,X,
23100,slash,Scaly-breasted/Immaculate Cupwing,Pnoepyga albiventer/immaculata,,,,Pnoepyga,albiventer/immaculata,,Understory-Insectivore,,,X,
23101,species,Pygmy Cupwing,Pnoepyga pusilla,Pygmy Cupwing (Pygmy Wren-babbler),,,Pnoepyga,pusilla,,Understory-Insectivore,,,X,
23109,spuh,cupwing sp.,Pnoepyga sp.,,,,Pnoepyga,sp.,,Understory-Insectivore,,,X,
23205,species,Pale-footed Bush-Warbler,Urosphena pallidipes,Pale-footed Bush-Warbler,,,Urosphena,pallidipes,,Understory-Insectivore,,,X,
23213,species,Asian Stubtail,Urosphena squameiceps,Asian Stubtail,,,Urosphena,squameiceps,,Understory-Insectivore,,,X,
23214,species,Gray-bellied Tesia,Tesia cyaniventer,Grey-bellied Tesia,,,Tesia,cyaniventer,,Understory-Insectivore,,,X,
23215,species,Slaty-bellied Tesia,Tesia olivea,Slaty-bellied Tesia,,,Tesia,olivea,,Understory-Insectivore,,,X,
23216,slash,Gray-bellied/Slaty-bellied Tesia,Tesia cyaniventer/olivea,,,,Tesia,cyaniventer/olivea,,Understory-Insectivore,,,X,
23221,spuh,tesia sp.,Tesia sp.,,,,Tesia,sp.,,Understory-Insectivore,,,X,
23222,species,Chestnut-crowned Bush-Warbler,Cettia major,Chestnut-crowned Bush-Warbler,,,Cettia,major,,Understory-Insectivore,,,X,
23225,species,Gray-sided Bush-Warbler,Cettia brunnifrons,Grey-sided Bush-Warbler,,,Cettia,brunnifrons,,Understory-Insectivore,,,X,
23230,species,Chestnut-headed Tesia,Cettia castaneocoronata,Chestnut-headed Tesia,,,Cettia,castaneocoronata,,Understory-Insectivore,,,X,
23234,species,Cetti's Warbler,Cettia cetti,Cetti's Warbler,,,Cettia,cetti,,Understory-Insectivore,,,,
23238,spuh,Cettia sp.,Cettia sp.,,,,Cettia,sp.,,Understory-Insectivore,,,X,
23239,species,Yellow-bellied Warbler,Abroscopus superciliaris,Yellow-bellied Warbler,,,Abroscopus,superciliaris,,Canopy-Insectivore,,,,
23250,species,Rufous-faced Warbler,Abroscopus albogularis,Rufous-faced Warbler,,,Abroscopus,albogularis,,Canopy-Insectivore,,,,
23254,species,Black-faced Warbler,Abroscopus schisticeps,Black-faced Warbler,,,Abroscopus,schisticeps,,Canopy-Insectivore,,,,
23258,species,Mountain Tailorbird,Phyllergates cucullatus,Mountain Tailorbird,,,Phyllergates,cucullatus,,Understory-Insectivore,,,X,
23274,species,Broad-billed Warbler,Tickellia hodgsoni,Broad-billed Warbler,,,Tickellia,hodgsoni,,Canopy-Insectivore,,,,
23285,species,Manchurian Bush-Warbler,Horornis borealis,Manchurian Bush-Warbler,,,Horornis,borealis,,Understory-Insectivore,,,X,
23286,slash,Japanese/Manchurian Bush-Warbler,Horornis diphone/borealis,,,,Horornis,diphone/borealis,,Understory-Insectivore,,,X,
23296,species,Brownish-flanked Bush-Warbler,Horornis fortipes,Brownish-flanked Bush-Warbler,,,Horornis,fortipes,,Understory-Insectivore,,,X,
23301,species,Hume's Bush-Warbler,Horornis brunnescens,Hume's Bush-Warbler,,,Horornis,brunnescens,,Understory-Insectivore,,,X,
23305,slash,Brownish-flanked/Yellowish-bellied Bush-Warbler,Horornis fortipes/acanthizoides,,,,Horornis,fortipes/acanthizoides,,Understory-Insectivore,,,X,
23314,species,Aberrant Bush-Warbler,Horornis flavolivaceus,Aberrant Bush-Warbler,,,Horornis,flavolivaceus,,Understory-Insectivore,,,X,
23322,spuh,bush-warbler sp.,Horornis sp.,,,,Horornis,sp.,,Understory-Insectivore,,,X,
23355,species,Common Chiffchaff,Phylloscopus collybita,Common Chiffchaff,,,Phylloscopus,collybita,,Canopy-Insectivore,,,,
23370,species,Mountain Chiffchaff,Phylloscopus sindianus,Mountain Chiffchaff,,,Phylloscopus,sindianus,,Canopy-Insectivore,,,,
23373,species,Plain Leaf Warbler,Phylloscopus neglectus,Plain Leaf Warbler,,,Phylloscopus,neglectus,,Canopy-Insectivore,,,,
23378,species,Dusky Warbler,Phylloscopus fuscatus,Dusky Warbler,,,Phylloscopus,fuscatus,,Understory-Insectivore,,,X,
23381,species,Smoky Warbler,Phylloscopus fuligiventer,Smoky Warbler,,,Phylloscopus,fuligiventer,,Understory-Insectivore,,,X,
23385,slash,Dusky/Smoky Warbler,Phylloscopus fuscatus/fuligiventer,,,,Phylloscopus,fuscatus/fuligiventer,,Understory-Insectivore,,,X,
23386,species,Tickell's Leaf Warbler,Phylloscopus affinis,Tickell's Leaf Warbler,,,Phylloscopus,affinis,,Canopy-Insectivore,,,,
23389,species,Buff-throated Warbler,Phylloscopus subaffinis,Buff-throated Warbler,,,Phylloscopus,subaffinis,,Canopy-Insectivore,,,,
23390,species,Sulphur-bellied Warbler,Phylloscopus griseolus,Sulphur-bellied Warbler,,,Phylloscopus,griseolus,,Understory-Insectivore,,,X,
23397,slash,Dusky/Radde's Warbler,Phylloscopus fuscatus/schwarzi,,,,Phylloscopus,fuscatus/schwarzi,,Understory-Insectivore,,,X,
23399,species,Buff-barred Warbler,Phylloscopus pulcher,Buff-barred Warbler,,,Phylloscopus,pulcher,,Canopy-Insectivore,,,,
23402,species,Ashy-throated Warbler,Phylloscopus maculipennis,Ashy-throated Warbler,,,Phylloscopus,maculipennis,,Canopy-Insectivore,,,,
23407,species,Pale-rumped Warbler,Phylloscopus chloronotus,Pale-rumped Warbler (Lemon-rumped Warbler),,,Phylloscopus,chloronotus,,Canopy-Insectivore,,,,
23411,slash,Pale-rumped/Sichuan Leaf Warbler,Phylloscopus chloronotus/forresti,,,,Phylloscopus,chloronotus/forresti,,Canopy-Insectivore,,,,
23412,species,Chinese Leaf Warbler,Phylloscopus yunnanensis,Chinese Leaf Warbler,,,Phylloscopus,yunnanensis,,Canopy-Insectivore,,,,
23413,species,Brooks's Leaf Warbler,Phylloscopus subviridis,Brooks's Leaf Warbler,,,Phylloscopus,subviridis,,Canopy-Insectivore,,,,
23414,species,Yellow-browed Warbler,Phylloscopus inornatus,Yellow-browed Warbler,,,Phylloscopus,inornatus,,Canopy-Insectivore,,,,
23415,species,Hume's Warbler,Phylloscopus humei,Hume's Warbler,,,Phylloscopus,humei,,Canopy-Insectivore,,,,
23418,slash,Yellow-browed/Hume's Warbler,Phylloscopus inornatus/humei,,,,Phylloscopus,inornatus/humei,,Canopy-Insectivore,,,,
23419,species,Arctic Warbler,Phylloscopus borealis,Arctic Warbler,,,Phylloscopus,borealis,,Canopy-Insectivore,,,,
23425,slash,Arctic/Kamchatka Leaf Warbler,Phylloscopus borealis/examinandus,,,,Phylloscopus,borealis/examinandus,,Canopy-Insectivore,,,,
23427,slash,Arctic/Japanese Leaf Warbler,Phylloscopus borealis/xanthodryas,,,,Phylloscopus,borealis/xanthodryas,,Canopy-Insectivore,,,,
23428,slash,Arctic/Kamchatka Leaf/Japanese Leaf Warbler,Phylloscopus borealis/examinandus/xanthodryas,,,,Phylloscopus,borealis/examinandus/xanthodryas,,Canopy-Insectivore,,,,
23429,species,Green Warbler,Phylloscopus nitidus,Green Warbler,,,Phylloscopus,nitidus,,Canopy-Insectivore,,,,
23430,species,Greenish Warbler,Phylloscopus trochiloides,Greenish Warbler,,,Phylloscopus,trochiloides,,Canopy-Insectivore,,,,
23435,species,Two-barred Warbler,Phylloscopus plumbeitarsus,Two-barred Warbler,,,Phylloscopus,plumbeitarsus,,Canopy-Insectivore,,,,
23436,slash,Green/Greenish Warbler,Phylloscopus nitidus/trochiloides,,,,Phylloscopus,nitidus/trochiloides,,Canopy-Insectivore,,,,
23437,slash,Greenish/Two-barred Warbler,Phylloscopus trochiloides/plumbeitarsus,,,,Phylloscopus,trochiloides/plumbeitarsus,,Canopy-Insectivore,,,,
23438,species,Pale-legged Leaf Warbler,Phylloscopus tenellipes,Pale-legged Leaf Warbler,,,Phylloscopus,tenellipes,,Canopy-Insectivore,,,,
23441,species,Large-billed Leaf Warbler,Phylloscopus magnirostris,Large-billed Leaf Warbler,,,Phylloscopus,magnirostris,,Canopy-Insectivore,,,,
23442,species,Tytler's Leaf Warbler,Phylloscopus tytleri,Tytler's Leaf Warbler,Near-threatened,,Phylloscopus,tytleri,,Canopy-Insectivore,,,,
23443,species,Western Crowned Leaf Warbler,Phylloscopus occipitalis,Western Crowned Leaf Warbler,,,Phylloscopus,occipitalis,,Canopy-Insectivore,,,,
23446,species,Blyth's Leaf Warbler,Phylloscopus reguloides,Blyth's Leaf Warbler,,,Phylloscopus,reguloides,,Canopy-Insectivore,,,,
23450,species,Claudia's Leaf Warbler,Phylloscopus claudiae,Claudia's Leaf Warbler,,,Phylloscopus,claudiae,,Canopy-Insectivore,,,,
23454,slash,Blyth's/Claudia's/Hartert's Leaf Warbler,Phylloscopus reguloides/claudiae/goodsoni,,,,Phylloscopus,reguloides/claudiae/goodsoni,,Canopy-Insectivore,,,,
23465,species,Yellow-vented Warbler,Phylloscopus cantator,Yellow-vented Warbler,,,Phylloscopus,cantator,,Canopy-Insectivore,,,,
23521,species,Gray-hooded Warbler,Phylloscopus xanthoschistos,Grey-hooded Warbler,,,Phylloscopus,xanthoschistos,,Canopy-Insectivore,,,,
23526,spuh,Phylloscopus sp.,Phylloscopus sp.,,,,Phylloscopus,sp.,,Canopy-Insectivore,,,,
23527,species,Golden-spectacled Warbler,Phylloscopus burkii,Golden-spectacled Warbler (Green-crowned Warbler),,,Phylloscopus,burkii,,Canopy-Insectivore,,,,
23528,species,Gray-crowned Warbler,Phylloscopus tephrocephalus,Grey-crowned Warbler,,,Phylloscopus,tephrocephalus,,Canopy-Insectivore,,,,
23531,species,Whistler's Warbler,Phylloscopus whistleri,Whistler's Warbler,,,Phylloscopus,whistleri,,Canopy-Insectivore,,,,
23534,slash,Golden-spectacled/Whistler's Warbler,Phylloscopus burkii/whistleri,,,,Phylloscopus,burkii/whistleri,,Canopy-Insectivore,,,,
23535,slash,Gray-crowned/Whistler's Warbler,Phylloscopus tephrocephalus/whistleri,,,,Phylloscopus,tephrocephalus/whistleri,,Canopy-Insectivore,,,,
23541,species,White-spectacled Warbler,Phylloscopus intermedius,White-spectacled Warbler,,,Phylloscopus,intermedius,,Canopy-Insectivore,,,,
